Date,Open,High,Low,Close,Volume,Adj Close,TR,ATR,DM+1,DM-1,TR14,DM+14,DM-14,DI+14,DI-14,DI 14 Diff,DI 14 sum,DX,ADX,12 day SMA,12 day constant,12 day EMA,9 day SMA,9 day constant,9 day EMA,26 day SMA,26 day constant,26 day EMA,20 day SMA,20 day constant,20 day EMA,MACD,MACD SIGNAL,MACD Diff,TP,TP SMA 20,mean deviation,CCI,20 SMA,ST dev,Upper BB,Lower BB,bandwidth,KC Upper,KC lower,KC width,BB<KC,CCI cross,CCI above,DI cross,DI above,MA cross,MA above,CCI 3 cross,DI 3 cross,MA 3 cross,price>kc,Buy,Buy 2,Buy 3,Buy 4,modified 4,Modified count,sell,sell 2,sell 3,PRICE IN,Price in 2,Price in 3,Price in 4,PRICE OUT,Price out 2,Price out 3,1&4,4,2 & 4,"1,3,4",Sums,strength,uptrend 5,Volume,volume +
5/14/1999,31.21,31.27,30.29,31.09,64800,12.65,0.98,1.107,0,0.49,14.43797922,3.640177648,2.962701095,25.2125148,20.52019226,4.692322537,45.73270707,10.26032098,38.34780053,31.645,0.153846154,31.31619305,31.91333333,0.2,31.44871958,30.06807692,0.074074074,30.31711877,30.9815,0.095238095,30.74439899,0.999074285,1.178188236,-0.179113951,30.88333333,30.87733333,1.097466667,0.364475762,30.9815,1.380403111,33.74230622,28.22069378,5.521612446,32.95839899,28.53039899,4.428,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,31.34,,31.34,0,0,0,0,0,,0,370075.8242,0
5/17/1999,31.34,31.34,30.66,31.27,66800,12.72,0.68,1.076,0.07,0,14.08669499,3.450164959,2.751079588,24.49236646,19.52963126,4.962735198,44.02199772,11.27330756,34.53805547,31.66,0.153846154,31.30908643,31.74777778,0.2,31.41297567,30.22769231,0.074074074,30.38770256,31.1395,0.095238095,30.79445623,0.921383866,1.126827362,-0.205443496,31.09,31.0275,0.931333333,4.473872584,31.1395,1.213439224,33.56637845,28.71262155,4.853756895,32.94645623,28.64245623,4.304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,31.15,,31.15,0,0,0,0,0,,0,370936.2637,0
5/18/1999,31.15,31.34,30.22,30.47,53600,12.4,1.12,0.934,0,0.44,14.20050249,3.203724605,2.994573904,22.56064253,21.08780239,1.472840143,43.64844492,3.374324436,30.16409734,31.62416667,0.153846154,31.17999621,31.50777778,0.2,31.22438053,30.34923077,0.074074074,30.39379867,31.2485,0.095238095,30.76355564,0.78619754,1.058701398,-0.272503858,30.67666667,31.14766667,0.7929,-39.60146298,31.2485,1.037777794,33.32405559,29.17294441,4.151111177,32.63155564,28.89555564,3.736,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,30.72,,,0,0,0,0,0,,0,371790.1099,0
5/19/1999,30.72,31.65,30.53,31.58,88000,12.85,1.18,0.929,0.31,0,14.36618089,3.284887133,2.780675768,22.86541677,19.35570622,3.509710545,42.22112299,8.312688759,27.7526535,31.71166667,0.153846154,31.24153526,31.43888889,0.2,31.29550443,30.54884615,0.074074074,30.48166544,31.4,0.095238095,30.84131224,0.759869819,0.998935082,-0.239065263,31.25333333,31.294,0.648066667,-4.183383054,31.4,0.833924457,33.06784891,29.73215109,3.335697828,32.69931224,28.98331224,3.716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,31.52,,31.52,0,0,0,0,0,,0,373174.7253,0
5/20/1999,31.52,31.58,31.15,31.4,25600,12.77,0.43,0.886,0,0,13.77002511,3.050252338,2.58205607,22.15139271,18.75128077,3.40011194,40.90267348,8.312688759,25.54613979,31.59833333,0.153846154,31.26591445,31.32222222,0.2,31.31640354,30.725,0.074074074,30.54969022,31.4805,0.095238095,30.8945206,0.716224228,0.942392911,-0.226168683,31.37666667,31.398,0.554466667,-2.565027454,31.4805,0.747893542,32.97628708,29.98471292,2.991574168,32.6665206,29.1225206,3.544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,31.15,,,0,0,0,0,0,,0,375691.7582,0
5/21/1999,31.15,31.58,30.22,30.78,94200,12.52,1.36,0.954,0,0.93,14.14645189,2.832377171,3.327623494,20.02182027,23.52267212,3.500851851,43.54449239,8.039712164,24.33568927,31.44416667,0.153846154,31.19115838,31.24,0.2,31.20912283,30.85846154,0.074074074,30.5667502,31.49,0.095238095,30.88361388,0.624408176,0.878795964,-0.254387788,30.86,31.42366667,0.531366667,-70.71911005,31.49,0.737658458,32.96531692,30.01468308,2.95063383,32.79161388,28.97561388,3.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,30.59,,30.59,0,0,0,0,0,,0,377179.6703,0
5/24/1999,30.59,30.84,30.16,30.35,40800,12.35,0.68,0.898,0,0.06,13.81599104,2.630064516,3.149936101,19.03637972,22.79920487,3.762825149,41.83558459,8.994317126,21.69053168,31.29,0.153846154,31.0617494,31.07555556,0.2,31.03729827,30.98,0.074074074,30.55069463,31.4995,0.095238095,30.83279351,0.511054765,0.805247724,-0.294192959,30.45,31.42266667,0.532266667,-121.8269873,31.4995,0.721515592,32.94253118,30.05646882,2.886062369,32.62879351,29.03679351,3.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,30.41,,,0,0,0,0,0,,0,379406.5934,0
5/25/1999,30.41,30.78,29.17,29.48,114000,11.99,1.61,0.984,0,0.99,14.43913453,2.442202765,3.914940665,16.91377526,27.11340251,10.19962725,44.02717777,23.16666152,20.05768441,31.0425,0.153846154,30.81840334,30.82777778,0.2,30.72583861,31.03269231,0.074074074,30.47138392,31.348,0.095238095,30.70395603,0.347019417,0.713602063,-0.366582645,29.81,31.32366667,0.580033333,-173.9746758,31.348,0.806533322,32.96106664,29.73493336,3.226133289,32.67195603,28.73595603,3.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,29.61,,29.61,0,0,0,0,0,,0,380973.6264,0
5/26/1999,29.61,29.73,29.23,29.67,109600,12.07,0.5,0.959,0,0,13.90776778,2.26775971,3.635302046,16.30570589,26.13864499,9.832939102,42.44435088,23.16666152,18.42483714,30.88833333,0.153846154,30.6417259,30.67666667,0.2,30.51467089,31.08576923,0.074074074,30.41202215,31.237,0.095238095,30.60548403,0.229703753,0.616822401,-0.387118648,29.54333333,31.202,0.619466667,-178.504807,31.237,0.874225943,32.98545189,29.48854811,3.496903773,32.52348403,28.68748403,3.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,29.42,,,0,0,0,0,0,,0,382376.9231,0
5/27/1999,29.42,29.42,27.94,28.68,118800,11.67,1.73,1.027,0,1.29,14.6443558,2.105776874,4.665637614,14.37944354,31.85963028,17.48018674,46.23907382,37.80392923,17.70232015,30.62583333,0.153846154,30.33992191,30.40888889,0.2,30.14773671,31.09076923,0.074074074,30.28372421,31.1165,0.095238095,30.4221046,0.056197705,0.504697462,-0.448499757,28.68,31.07533333,0.746466667,-213.9263493,31.1165,1.037103057,33.19070611,29.04229389,4.148412226,32.4761046,28.3681046,4.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,29.05,,29.05,0,0,0,0,0,,0,383741.7582,0
5/28/1999,29.05,29.61,29.05,29.36,51200,11.94,0.93,1.022,0.19,0,14.52833038,2.14536424,4.332377785,14.76676386,29.82020418,15.05344033,44.58696804,33.76197349,18.06557462,30.43,0.153846154,30.1891647,30.19666667,0.2,29.99018937,31.07423077,0.074074074,30.21530019,31.0395,0.095238095,30.32095178,-0.026135497,0.39853087,-0.424666367,29.34,30.99516667,0.83465,-132.2044503,31.0395,1.105248728,33.24999746,28.82900254,4.420994911,32.36495178,28.27695178,4.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,29.36,,,0,0,0,0,0,,0,384524.1758,0
6/1/1999,29.36,29.61,28.99,29.54,66800,12.02,0.62,1.016,0,0.06,14.1105925,1.992123937,4.082922229,14.11793259,28.93515796,14.81722537,43.05309055,34.41617125,18.47555751,30.30583333,0.153846154,30.08929321,30.09333333,0.2,29.9001515,31.03384615,0.074074074,30.16527796,30.99,0.095238095,30.24657542,-0.075984752,0.303627746,-0.379612498,29.38,30.94583333,0.888916667,-117.4338302,30.99,1.148290033,33.28658007,28.69341993,4.593160132,32.27857542,28.21457542,4.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,29.67,,,0,0,0,0,0,,0,385240.6593,0
6/2/1999,29.67,29.79,27.87,28.62,210400,11.64,1.92,1.096,0,1.12,15.02269303,1.84982937,4.911284927,12.31356699,32.69244013,20.37887315,45.00600712,45.28034023,19.66155247,30.1,0.153846154,29.8632481,29.76444444,0.2,29.6441212,30.97461538,0.074074074,30.05081292,30.783,0.095238095,30.09166347,-0.187564827,0.205389231,-0.392954058,28.76,30.77366667,0.954933333,-140.5799125,30.783,1.183182573,33.14936515,28.41663485,4.73273029,32.28366347,27.89966347,4.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,28.68,,28.68,0,0,0,0,0,,0,386558.2418,0
6/3/1999,28.68,29.67,28.31,29.54,111200,12.02,1.36,1.114,0,0,15.30964353,1.717698701,4.560478861,11.21971715,29.78827594,18.56855879,41.00799309,45.28034023,21.53167409,29.95583333,0.153846154,29.81351762,29.55777778,0.2,29.62329696,30.86038462,0.074074074,30.01297493,30.6285,0.095238095,30.0391241,-0.199457309,0.124419923,-0.323877232,29.17333333,30.613,0.976733333,-98.26405479,30.6285,1.132577922,32.89365584,28.36334416,4.530311689,32.2671241,27.8111241,4.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,29.54,,29.54,0,0,0,0,0,,0,387780.2198,0
6/4/1999,29.54,29.91,29.48,29.85,53200,12.15,0.43,1.114,0.24,0,14.64609757,1.835005936,4.234730371,12.52897523,28.91371133,16.38473609,41.44268656,39.53589271,23.62278636,29.90416667,0.153846154,29.81913029,29.45444444,0.2,29.66863757,30.78192308,0.074074074,30.00090271,30.511,0.095238095,30.02111228,-0.181772418,0.063181455,-0.244953873,29.74666667,30.49033333,0.952966667,-52.02467149,30.511,1.084319602,32.6796392,28.3423608,4.337278409,32.24911228,27.79311228,4.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,29.79,,29.79,0,0,0,0,0,,0,388454.9451,0
6/7/1999,29.79,29.91,29.61,29.79,64400,12.12,0.3,1.008,0,0,13.89994774,1.703934084,3.93224963,12.25856468,28.28967204,16.03110737,40.54823672,39.53589271,25.64154244,29.755,0.153846154,29.81464871,29.39222222,0.2,29.69291005,30.73192308,0.074074074,29.98528029,30.378,0.095238095,29.99910158,-0.170631579,0.016418848,-0.187050427,29.77,30.35333333,0.897666667,-43.32219334,30.378,0.998031062,32.37406212,28.38193788,3.992124247,32.01510158,27.98310158,4.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,30.29,,,0,0,0,0,0,,0,389728.5714,0
6/8/1999,30.29,30.29,29.79,30.1,98800,12.25,0.5,0.99,0.38,0,13.40709433,1.962224506,3.651374656,14.63571791,27.23464583,12.59892791,41.87036374,30.09032353,27.54982809,29.64666667,0.153846154,29.85854891,29.46111111,0.2,29.77432804,30.70115385,0.074074074,29.99377805,30.307,0.095238095,30.00871096,-0.135229137,-0.013910749,-0.121318388,30.06,30.272,0.845666667,-16.71265274,30.307,0.964199668,32.23539934,28.37860066,3.856798672,31.98871096,28.02871096,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,29.85,,29.85,0,0,0,0,0,,1,390754.9451,0
6/9/1999,29.85,30.59,29.85,30.35,112600,12.35,0.74,0.903,0.3,0,13.18944473,2.122065613,3.390562181,16.08912017,25.70663321,9.617513044,41.79575338,23.01074216,28.59968904,29.61083333,0.153846154,29.93415677,29.53666667,0.2,29.88946243,30.69423077,0.074074074,30.02016486,30.233,0.095238095,30.04121468,-0.086008088,-0.028330217,-0.057677871,30.26333333,30.19983333,0.7735,5.472958414,30.233,0.899066738,32.03113348,28.43486652,3.596266953,31.84721468,28.23521468,3.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,30.22,,,0,0,0,0,0,,0,391924.1758,0
6/10/1999,30.22,30.47,29.79,30.29,154400,12.32,0.68,0.921,0,0.06,12.92734154,1.970489498,3.208379168,15.24280527,24.81855344,9.575748164,40.06135871,23.90270443,29.71326159,29.60583333,0.153846154,29.98890188,29.71555556,0.2,29.96956995,30.59923077,0.074074074,30.04015265,30.162,0.095238095,30.06490852,-0.051250764,-0.032914326,-0.018336438,30.18333333,30.12566667,0.699333333,5.497299015,30.162,0.833286265,31.82857253,28.49542747,3.333145061,31.90690852,28.22290852,3.684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,30.16,,30.16,0,0,0,0,0,,0,393443.4066,0
6/11/1999,30.16,30.53,29.98,30.22,26800,12.3,0.55,0.803,0.06,0,12.55396,1.889740248,2.979209227,15.05294145,23.73123084,8.678289394,38.78417229,22.37585304,30.73727166,29.6675,0.153846154,30.02445544,29.81111111,0.2,30.01965596,30.50653846,0.074074074,30.05347467,30.1215,0.095238095,30.07967913,-0.029019233,-0.032135308,0.003116074,30.24333333,30.07716667,0.650833333,17.02091336,30.1215,0.809458307,31.74041661,28.50258339,3.237833226,31.68567913,28.47367913,3.212,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,sell,0,,,,,,30.47,,,0,0,0,0,0,,0,396265.3846,0
6/14/1999,30.47,30.66,30.29,30.47,61600,12.4,0.44,0.754,0.13,0,12.09724857,1.884758802,2.766408568,15.58006178,22.86808072,7.288018935,38.4481425,18.95545132,31.44878124,29.73416667,0.153846154,30.09300076,29.91444444,0.2,30.10972477,30.44,0.074074074,30.0843284,30.0905,0.095238095,30.11685255,0.008672356,-0.023973775,0.032646131,30.47333333,30.05666667,0.630666667,44.04510218,30.0905,0.783220754,31.65694151,28.52405849,3.132883017,31.62485255,28.60885255,3.016,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,sell,0,,,,,,30.53,,,0,0,0,0,0,,0,397790.6593,0
6/15/1999,30.53,31.4,30.41,30.84,151800,12.55,0.99,0.791,0.74,0,12.22315939,2.490133173,2.568807956,20.37225478,21.0159082,0.643653418,41.38816298,1.55516305,29.90510278,29.91416667,0.153846154,30.20792372,30.16111111,0.2,30.25577981,30.37807692,0.074074074,30.14030407,30.069,0.095238095,30.18572373,0.067619642,-0.005655091,0.073274734,30.88333333,30.04633333,0.621366667,89.80204925,30.069,0.755975529,31.58095106,28.55704894,3.023902115,31.76772373,28.60372373,3.164,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,sell,0,sell,,,,,31.46,,31.46,0,0,0,0,0,,0,398881.8681,0
6/16/1999,31.46,31.46,30.72,31.34,115600,12.75,0.74,0.673,0.06,0,12.09007657,2.372266518,2.385321674,19.62160043,19.72958284,0.107982408,39.35118328,0.274407016,28.26994174,30.07916667,0.153846154,30.3820893,30.36111111,0.2,30.47262385,30.37115385,0.074074074,30.22917044,30.1125,0.095238095,30.29565481,0.15291886,0.026059699,0.126859161,31.17333333,30.07116667,0.644833333,113.9484794,30.1125,0.801460386,31.71542077,28.50957923,3.205841543,31.64165481,28.94965481,2.692,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,,1,399765.9341,0
6/17/1999,30.84,31.15,30.78,31.09,55400,12.65,0.56,0.593,0,0,11.78649968,2.202818909,2.214941554,18.68933924,18.79219119,0.102851949,37.48153043,0.274407016,25.58926158,30.20833333,0.153846154,30.49099864,30.49888889,0.2,30.59609908,30.34269231,0.074074074,30.29293559,30.088,0.095238095,30.37130673,0.198063046,0.060460368,0.137602677,31.00666667,30.05883333,0.632616667,99.88495754,30.088,0.762781751,31.6135635,28.5624365,3.051127005,31.55730673,29.18530673,2.372,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,sell,0,,,,,,30.9,,,0,0,0,0,0,,0,401347.2527,0
6/18/1999,30.9,31.34,30.72,30.9,90000,12.57,0.62,0.612,0.19,0,11.56460684,2.235474702,2.056731443,19.33031301,17.784707,1.545606011,37.11502002,4.164367984,23.47514691,30.39833333,0.153846154,30.55392192,30.62222222,0.2,30.65687926,30.31153846,0.074074074,30.33790333,30.063,0.095238095,30.42165847,0.216018598,0.091572014,0.124446584,30.98666667,30.03933333,0.615066667,102.6808295,30.063,0.72671246,31.51642492,28.60957508,2.906849841,31.64565847,29.19765847,2.448,0,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,sell,,,,,,,30.84,0,0,0,0,0,,0,403207.1429,0
6/21/1999,30.84,31.27,30.66,30.72,158000,12.5,0.61,0.643,0,0.06,11.3485635,2.075797937,1.969822054,18.29128363,17.35745722,0.933826408,35.64874085,2.619521436,21.20395763,30.49666667,0.153846154,30.5794724,30.69111111,0.2,30.66950341,30.29961538,0.074074074,30.36620678,30.06,0.095238095,30.45007195,0.213265614,0.115910734,0.09735488,30.88333333,30.0405,0.616116667,91.19845628,30.06,0.723864628,31.50772926,28.61227074,2.895458513,31.73607195,29.16407195,2.572,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,sell,0,sell,,,,,30.66,,30.66,0,0,0,0,0,,0,404146.7033,0
6/22/1999,30.66,31.27,30.41,31.03,73200,12.62,0.86,0.679,0,0.25,11.39795182,1.927526656,2.079120479,16.91116691,18.24117624,1.330009334,35.15234315,3.78355812,18.23990177,30.595,0.153846154,30.64878434,30.76666667,0.2,30.74160273,30.29730769,0.074074074,30.41537665,30.094,0.095238095,30.50530319,0.233407685,0.139410124,0.093997561,30.90333333,30.06316667,0.636833333,87.95254296,30.094,0.752106375,31.59821275,28.58978725,3.008425502,31.86330319,29.14730319,2.716,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,sell,0,sell,,,,,31.27,,31.27,0,0,0,0,0,,0,405503.8462,0
6/23/1999,31.27,31.4,31.03,31.34,58800,12.75,0.37,0.642,0.13,0,10.9538124,1.919846181,1.930611873,17.52673964,17.62502225,0.098282611,35.15176189,0.27959512,15.02556283,30.72416667,0.153846154,30.75512521,30.88333333,0.2,30.86128218,30.3,0.074074074,30.48386727,30.187,0.095238095,30.58479813,0.271257938,0.165779687,0.105478251,31.25666667,30.1355,0.676616667,110.4679328,30.187,0.784723518,31.75644704,28.61755296,3.138894073,31.86879813,29.30079813,2.568,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,,0,406796.1538,0
6/24/1999,31.27,31.58,31.09,31.46,85200,12.8,0.49,0.623,0.18,0,10.66139723,1.96271431,1.792711025,18.40954115,16.81497262,1.594568531,35.22451377,4.526871661,12.52491847,30.8375,0.153846154,30.86356748,31.02111111,0.2,30.98102575,30.33807692,0.074074074,30.5561734,30.2765,0.095238095,30.66815069,0.307394086,0.194102567,0.113291519,31.37666667,30.22716667,0.695116667,110.2452826,30.2765,0.821853241,31.92020648,28.63279352,3.287412965,31.91415069,29.42215069,2.492,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,,0,407632.967,0
6/25/1999,31.46,31.58,31.03,31.34,77200,12.75,0.55,0.623,0,0.06,10.44986886,1.822520431,1.724660238,17.44060577,16.50413284,0.936472934,33.94473861,2.758816158,9.897984432,30.92,0.153846154,30.93686479,31.11777778,0.2,31.0528206,30.32884615,0.074074074,30.61423463,30.4095,0.095238095,30.73213633,0.322630166,0.219808087,0.102822079,31.31666667,30.359,0.667,95.71880726,30.4095,0.766070982,31.94164196,28.87735804,3.064283929,31.97813633,29.48613633,2.492,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,sell,0,,,,,,31.58,,,0,0,0,0,0,,0,408293.4066,0
6/28/1999,31.58,32.08,31.4,31.65,162200,12.87,0.74,0.653,0.5,0,10.44344965,2.1923404,1.601470221,20.99249264,15.33468608,5.657806561,36.32717873,15.57458288,8.861145814,31.03333333,0.153846154,31.0465779,31.20777778,0.2,31.17225648,30.33846154,0.074074074,30.69095799,30.524,0.095238095,30.81955192,0.355619914,0.246970452,0.108649462,31.71,30.4775,0.672166667,122.2415076,30.524,0.771766804,32.06753361,28.98046639,3.087067217,32.12555192,29.51355192,2.612,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,,0,408872.5275,0
6/29/1999,32.14,33.19,32.14,33.19,407200,13.5,1.54,0.708,1.11,0,11.23748896,3.145744657,1.487079491,27.99330587,13.2332009,14.76010497,41.22650677,35.80246333,9.774840183,31.28083333,0.153846154,31.37633515,31.41333333,0.2,31.57580518,30.43115385,0.074074074,30.87607221,30.7065,0.095238095,31.04530888,0.500262937,0.297628949,0.202633988,32.84,30.6505,0.718116667,203.2631652,30.7065,0.93235334,32.57120668,28.84179332,3.729413359,32.46130888,29.62930888,2.832,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,,1,409123.6264,0
6/30/1999,33.19,35.6,32.82,35.23,434800,14.33,2.78,0.912,2.41,0,13.21481118,5.331048611,1.380859527,40.34146639,10.44933225,29.89213413,50.79079864,58.8534438,12.27132157,31.6775,0.153846154,31.96920666,31.87333333,0.2,32.30664415,30.61884615,0.074074074,31.19858538,31.037,0.095238095,31.44385089,0.770621283,0.392227416,0.378393867,34.55,30.94,0.775666667,310.2707349,31.037,1.251191832,33.53938366,28.53461634,5.004767327,33.26785089,29.61985089,3.648,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,,1,408650,1
7/1/1999,34.98,35.04,34.24,34.98,192200,14.23,0.99,0.955,0,0,13.2608961,4.950259424,1.282226704,37.32975048,9.669231207,27.66051927,46.99898169,58.8534438,14.87686376,32.0225,0.153846154,32.43240564,32.32666667,0.2,32.84131532,30.83038462,0.074074074,31.47869017,31.309,0.095238095,31.780627,0.953715471,0.504525027,0.449190444,34.75333333,31.219,0.927033333,254.1680151,31.309,1.468607844,34.24621569,28.37178431,5.874431377,33.690627,29.870627,3.82,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,,1,408819.2308,0
7/2/1999,35.35,35.85,34.92,35.35,289200,14.38,0.93,0.986,0.81,0,13.24368923,5.406669465,1.190639082,40.82449664,8.990237245,31.83425939,49.81473388,63.90530855,18.08756785,32.35666667,0.153846154,32.88126631,32.84111111,0.2,33.34305225,31.04884615,0.074074074,31.76545386,31.584,0.095238095,32.12056728,1.115812451,0.626782512,0.489029939,35.37333333,31.50033333,1.1725,220.2132196,31.584,1.670698656,34.92539731,28.24260269,6.682794625,34.09256728,30.14856728,3.944,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,,1,409385.7143,0
7/6/1999,35.29,35.29,33.75,33.75,116600,13.73,1.6,1.085,0,1.17,13.89771143,5.020478789,2.275593433,36.12450017,16.37387166,19.75062851,52.49837183,37.62141152,20.66372846,32.57833333,0.153846154,33.01491765,33.14333333,0.2,33.4244418,31.24384615,0.074074074,31.91245728,31.782,0.095238095,32.27575135,1.10246037,0.721918083,0.380542287,34.26333333,31.725,1.3155,128.6371891,31.782,1.680977692,35.14395538,28.42004462,6.723910767,34.44575135,30.10575135,4.34,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,sell,sell,,,,,,33.62,33.62,0,0,0,0,0,,0,410019.7802,0
7/7/1999,33.62,34.61,33.25,34.06,101200,13.86,1.36,1.135,0,0.5,14.26501776,4.661873161,2.613051045,32.68045817,18.3178955,14.36256268,50.99835367,28.16279672,22.65575629,32.84166667,0.153846154,33.17569955,33.44555556,0.2,33.55155344,31.42461538,0.074074074,32.07153452,31.98,0.095238095,32.4456798,1.104165032,0.798367473,0.305797559,33.97333333,31.92066667,1.422933333,96.17066467,31.98,1.704256436,35.38851287,28.57148713,6.817025744,34.7156798,30.1756798,4.54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,33.87,,,0,0,0,0,0,,0,411427.4725,0
7/8/1999,33.87,34.18,33.31,33.99,103200,13.83,0.87,1.185,0,0,14.11608792,4.328882221,2.426404542,30.6663025,17.1889305,13.47737199,47.855233,28.16279672,24.64778413,33.11416667,0.153846154,33.30097654,33.72666667,0.2,33.63924275,31.59576923,0.074074074,32.21364307,32.162,0.095238095,32.59275791,1.08733347,0.856160672,0.231172798,33.82666667,32.09883333,1.488816667,77.36942464,32.162,1.714796198,35.5915924,28.7324076,6.859184791,34.96275791,30.22275791,4.74,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,sell,0,,,,,,34.24,,,0,0,0,0,0,,0,412814.2857,0
7/9/1999,34.24,34.43,33.38,33.81,94000,13.75,1.05,1.241,0.25,0,14.15779592,4.269676348,2.253089932,30.15777577,15.91412918,14.24364659,46.07190495,30.91612254,26.55862374,33.34583333,0.153846154,33.37928784,34.00111111,0.2,33.6733942,31.79538462,0.074074074,32.33189173,32.338,0.095238095,32.70868573,1.04739611,0.89440776,0.15298835,33.87333333,32.28333333,1.518666667,69.79806848,32.338,1.694144622,35.72628924,28.94971076,6.776578488,35.19068573,30.22668573,4.964,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,33.87,,33.87,0,0,0,0,0,,0,416607.6923,0
7/12/1999,33.87,33.93,32.88,33.93,175600,13.8,1.05,1.291,0,0.5,14.19652479,3.964699466,2.592154937,27.92725351,18.25908084,9.668172671,46.18633435,20.93297251,27.86672739,33.56166667,0.153846154,33.46401279,34.25444444,0.2,33.72471536,31.96423077,0.074074074,32.45027012,32.5235,0.095238095,32.82500137,1.013742667,0.918274741,0.095467926,33.58,32.45016667,1.498183333,50.27570428,32.5235,1.654733438,35.83296688,29.21403312,6.618933751,35.40700137,30.24300137,5.164,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,34.12,,34.12,0,0,0,0,0,,0,418067.5824,0
7/13/1999,34.12,34.24,33.13,34.18,153200,13.91,1.11,1.328,0.31,0,14.2924873,3.991506647,2.407001013,27.92730589,16.84102257,11.08628331,44.76832846,24.76367489,29.36530716,33.78833333,0.153846154,33.57416467,34.36444444,0.2,33.81577229,32.13076923,0.074074074,32.57839826,32.709,0.095238095,32.95404886,0.995766407,0.933773074,0.061993332,33.85,32.619,1.469333333,55.85299456,32.709,1.621754914,35.95250983,29.46549017,6.487019655,35.61004886,30.29804886,5.312,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,sell,0,sell,,,,,33.93,,33.93,0,0,0,0,0,,0,420082.4176,0
