Date,Open,High,Low,Close,Volume,Adj Close
2008-10-15,353.30,359.80,333.00,335.00,52673000,263.059
2008-10-14,375.00,380.00,344.70,357.90,61585300,281.041
2008-10-13,353.00,360.40,336.60,356.40,56095500,279.863
2008-10-10,330.80,369.00,330.80,332.70,71178500,261.253
2008-10-09,383.50,389.70,365.50,366.60,48276400,287.873
2008-10-08,380.00,400.00,368.00,381.10,71976500,299.259
2008-10-07,403.80,411.00,385.40,396.80,55500200,308.784
2008-10-06,401.10,415.40,397.70,403.80,57133900,314.231
2008-10-03,389.70,419.00,389.70,415.70,64360300,323.492
2008-10-02,398.00,400.80,389.00,393.30,35460500,306.06
2008-10-01,387.90,398.90,384.86,394.50,47756600,306.994
2008-09-30,369.00,395.00,364.10,387.60,50151200,301.625
2008-09-29,366.00,382.00,366.00,369.90,45201900,287.851
2008-09-26,366.00,373.00,366.00,370.90,21756400,288.629
2008-09-25,385.80,385.80,369.10,373.00,34932000,290.263
2008-09-24,383.00,389.50,378.00,382.30,30783800,297.50
2008-09-23,384.00,389.80,377.70,383.10,26136200,298.123
2008-09-22,385.00,395.90,385.00,388.90,21435900,302.636
2008-09-19,379.70,404.60,364.40,394.30,79310900,306.838
2008-09-18,380.20,391.10,371.40,387.40,61214600,301.469
2008-09-17,359.70,373.80,353.40,372.80,45200100,290.107
2008-09-16,362.00,370.24,355.00,358.60,35369000,279.057
2008-09-15,366.20,371.90,360.00,367.60,30574100,286.061
2008-09-12,376.50,380.40,363.90,374.30,31346000,291.275
2008-09-11,382.00,382.00,368.80,374.40,26084400,291.352
2008-09-10,383.50,386.90,374.00,381.80,24046800,297.111
2008-09-09,381.80,391.20,380.30,383.50,34926100,298.434
2008-09-08,379.90,389.068,378.30,384.00,16792000,298.823
2008-09-05,373.80,378.80,365.00,369.20,38241700,287.306
2008-09-04,386.60,391.30,374.60,377.10,27859300,293.454
2008-09-03,396.00,396.00,384.10,388.00,22400800,301.936
2008-09-02,387.40,400.60,387.40,396.50,28749600,308.55
2008-09-01,378.00,390.70,376.00,388.80,14855300,302.558
2008-08-29,384.80,387.80,380.00,381.50,23067800,296.878
2008-08-28,380.00,384.90,373.20,383.50,20210000,298.434
2008-08-27,382.40,383.89,377.00,379.50,16609800,295.321
2008-08-26,377.50,386.80,371.70,385.00,20207600,299.601
2008-08-25,384.60,384.60,384.60,384.60,000,299.29
2008-08-22,374.90,385.00,365.40,384.60,19896800,299.29
2008-08-21,367.00,373.90,363.70,371.40,19026500,289.018
2008-08-20,378.00,387.78,368.00,370.50,17683200,288.318
2008-08-19,381.00,382.70,375.70,378.20,26424000,294.31
2008-08-18,384.40,390.10,380.50,383.30,17212300,298.278
2008-08-15,388.30,392.40,381.10,388.10,18558300,302.014
2008-08-14,379.80,387.80,373.00,386.40,25333100,300.691
2008-08-13,396.10,397.00,376.90,376.90,29317900,293.298
2008-08-12,394.60,399.50,389.50,396.80,20801700,308.784
2008-08-11,387.00,394.20,381.60,394.10,17013100,306.683
2008-08-08,375.00,387.40,375.00,384.90,24957400,299.523
2008-08-07,385.00,390.90,376.90,377.90,20117900,294.076
2008-08-06,387.00,389.80,380.00,387.90,24273900,301.858
2008-08-05,366.70,388.80,366.70,387.40,30536900,301.469
2008-08-04,364.90,368.70,358.423,367.30,12870200,285.827
2008-08-01,359.80,366.90,357.231,361.20,18223300,281.08
2008-07-31,373.30,374.10,360.00,360.40,32358500,280.458
2008-07-30,376.70,382.20,371.30,373.30,26211600,290.496
2008-07-29,373.00,376.60,363.20,373.40,21276000,290.574
2008-07-28,377.30,378.20,367.20,375.50,16530700,292.208
2008-07-25,374.00,380.20,367.50,377.30,35477500,293.609
2008-07-24,385.00,386.50,375.20,376.50,25513800,292.987
2008-07-23,387.00,387.105,378.50,383.30,29188900,298.278
2008-07-22,372.60,382.40,365.00,381.40,31766300,296.80
2008-07-21,371.30,378.20,364.10,376.30,23925600,292.831
2008-07-18,388.00,388.00,372.90,375.80,45418600,292.442
2008-07-17,384.10,392.40,378.10,388.80,42931900,302.558
2008-07-16,371.90,379.40,360.50,375.70,35215800,292.364
2008-07-15,353.90,370.00,349.40,364.70,32400700,283.804
2008-07-14,356.80,362.20,353.80,354.60,20157500,275.944
2008-07-11,374.00,374.20,355.30,355.30,34956800,276.489
2008-07-10,374.90,378.20,369.00,371.00,32578000,288.707
2008-07-09,372.00,378.90,367.30,378.80,38954700,294.776
2008-07-08,355.00,374.50,349.80,368.90,34752100,287.072
2008-07-07,363.00,363.50,350.20,361.40,28981300,281.236
2008-07-04,341.60,360.00,337.60,359.20,33333100,279.524
2008-07-03,347.00,348.80,341.00,341.50,000,265.75
2008-07-02,356.00,363.90,343.70,343.70,45614700,267.462
2008-07-01,363.00,368.30,351.40,363.00,40304600,282.481
2008-06-30,358.00,370.60,358.00,369.30,25615200,287.384
2008-06-27,356.00,364.00,352.40,360.50,39196200,280.536
2008-06-26,377.20,377.20,364.70,364.70,32049500,283.804
2008-06-25,365.20,381.60,365.20,381.00,27806500,296.489
2008-06-24,379.70,379.70,362.30,365.10,41279900,284.115
2008-06-23,371.00,380.20,371.00,378.00,19429500,294.154
2008-06-20,382.50,657.00,371.50,374.50,41586500,291.43
2008-06-19,381.50,388.70,380.40,384.50,42514100,299.212
2008-06-18,391.20,392.00,378.00,381.30,29293800,296.722
2008-06-17,389.20,402.50,387.20,393.00,30602700,305.827
2008-06-16,388.00,391.80,385.10,386.70,23431300,300.924
2008-06-13,387.50,393.90,382.40,390.00,24059200,303.492
2008-06-12,386.40,390.80,384.70,387.70,23897600,301.702
2008-06-11,394.20,397.50,384.00,386.10,31889500,300.457
2008-06-10,392.50,397.80,385.70,391.80,38949400,304.893
2008-06-09,410.50,412.00,400.20,401.90,20068900,312.753
2008-06-06,418.00,420.50,408.60,409.60,22110100,318.745
2008-06-05,413.50,420.50,412.00,417.50,20605600,324.892
2008-06-04,410.30,414.50,408.70,411.50,21286800,320.223
2008-06-03,407.00,415.70,407.00,412.00,19658900,320.612
2008-06-02,412.50,414.00,405.70,409.00,16628000,318.278
2008-05-30,413.50,419.30,412.00,414.10,22827100,322.246
2008-05-29,419.50,421.90,410.10,411.80,21236400,320.457
2008-05-28,417.20,422.20,414.50,419.30,22824400,326.293
2008-05-27,414.00,416.80,410.10,414.00,16988200,322.169
2008-05-26,414.00,414.00,414.00,414.00,000,322.169
2008-05-23,420.00,423.60,414.00,414.00,15629300,322.169
2008-05-22,414.00,423.40,411.50,422.00,22890000,328.394
2008-05-21,424.50,425.30,413.30,415.50,23357900,323.336
2008-05-20,432.00,432.10,422.30,423.00,23087600,329.172
2008-05-19,442.00,442.00,428.60,430.80,15760700,335.242
2008-05-16,431.50,440.75,429.50,434.50,56096700,338.121
2008-05-15,428.00,435.75,424.00,430.25,16395200,334.814
2008-05-14,437.00,439.50,427.75,429.50,21740300,334.23
2008-05-13,434.50,438.50,425.70,437.00,25314300,340.067
2008-05-12,429.00,433.50,426.75,431.50,14525600,335.787
2008-05-09,427.25,432.25,422.75,427.00,14881000,332.285
2008-05-08,421.00,431.50,420.95,430.00,21574400,334.62
2008-05-07,430.25,431.50,423.75,427.00,22333700,332.285
2008-05-06,431.25,435.50,429.00,430.50,22713400,335.009
2008-05-05,436.00,436.00,436.00,436.00,000,339.289
2008-05-02,432.75,439.00,429.47,436.00,25457500,339.289
2008-05-01,428.25,428.25,422.75,427.00,11767600,332.285
2008-04-30,418.00,431.75,418.00,429.00,25699100,333.841
2008-04-29,416.25,421.50,413.25,417.75,30894200,325.087
2008-04-28,426.25,428.75,418.225,420.00,15845300,326.838
2008-04-25,416.50,430.20,409.79,426.50,27933300,331.896
2008-04-24,408.25,416.25,402.75,414.00,23040000,322.169
2008-04-23,405.25,412.95,400.00,410.50,21826600,319.445
2008-04-22,417.25,418.00,411.50,411.50,20594700,314.231
2008-04-21,411.00,418.00,406.00,417.00,23763100,318.431
2008-04-18,403.00,416.75,403.00,410.25,27838000,313.277
2008-04-17,421.00,422.00,404.623,405.00,44134100,309.268
2008-04-16,422.00,423.25,416.50,418.25,57890000,319.386
2008-04-15,400.00,425.00,400.00,419.50,74791900,320.34
2008-04-14,385.75,395.50,383.50,391.00,26347700,298.577
2008-04-11,393.50,399.75,386.223,387.75,34306600,296.095
2008-04-10,400.00,402.75,389.50,391.75,26563100,299.15
2008-04-09,399.50,402.00,393.25,400.25,24630800,305.64
2008-04-08,405.00,410.00,398.00,401.00,26222600,306.213
2008-04-07,405.00,410.00,402.00,409.50,19918600,312.704
2008-04-04,403.50,410.25,402.00,404.75,23248700,309.077
2008-04-03,408.50,409.07,400.50,403.75,15396600,308.313
2008-04-02,413.25,413.75,402.50,407.75,33673500,311.368
2008-04-01,380.00,406.75,379.25,405.25,47787900,309.458
2008-03-31,386.00,386.00,372.50,379.00,50839500,289.413
2008-03-28,394.75,394.75,386.50,390.25,15908700,298.004
2008-03-27,390.00,397.25,386.00,392.75,18585000,299.913
2008-03-26,391.00,394.50,388.00,391.25,25953800,298.768
2008-03-25,397.75,402.85,373.304,394.50,41312800,301.25
2008-03-24,389.50,389.50,389.50,389.50,000,297.431
2008-03-21,389.50,389.50,389.50,389.50,000,297.431
2008-03-20,374.25,391.75,371.50,389.50,78816900,297.431
2008-03-19,374.25,379.25,368.00,375.75,34268400,286.932
2008-03-18,369.50,380.50,366.11,373.50,40654500,285.213
2008-03-17,373.75,376.00,364.25,364.25,48138000,278.15
2008-03-14,388.00,392.85,377.00,380.25,54391200,290.368
2008-03-13,402.432,397.50,388.75,393.75,40798200,300.677
2008-03-12,403.00,408.50,399.50,400.00,39771700,305.449
2008-03-11,410.50,417.50,403.00,403.00,43240600,307.74
2008-03-10,404.75,415.32,402.00,410.50,31920300,313.467
2008-03-07,400.75,410.00,396.75,405.75,38192700,309.84
2008-03-06,393.00,404.50,392.00,403.00,33817100,307.74
2008-03-05,390.00,394.25,383.00,391.75,32191600,299.15
2008-03-04,393.25,398.25,385.00,388.25,29965200,296.477
2008-03-03,395.00,399.50,391.00,393.00,19526500,300.104
2008-02-29,398.50,405.964,395.25,400.50,36260300,305.831
2008-02-28,405.75,409.00,399.899,401.00,27034500,306.213
2008-02-27,411.00,411.00,399.50,406.75,25565600,310.604
2008-02-26,405.75,412.261,400.75,409.25,25680500,312.513
2008-02-25,405.00,407.50,396.25,403.50,21337200,308.122
2008-02-22,404.75,406.75,396.75,400.25,25990200,305.64
2008-02-21,410.25,413.00,403.75,407.25,21154600,310.986
2008-02-20,411.75,414.00,407.25,408.75,32510400,312.131
2008-02-19,406.00,417.75,402.00,415.00,28518900,316.904
2008-02-18,402.00,411.236,399.75,408.00,15245700,311.558
2008-02-15,403.00,406.50,396.25,400.50,28917500,305.831
2008-02-14,402.00,408.50,400.00,403.25,28438200,307.931
2008-02-13,402.75,406.25,398.00,400.00,24869000,305.449
2008-02-12,391.25,409.50,389.25,406.00,43304000,310.031
2008-02-11,386.25,393.75,383.25,387.50,24683100,295.904
2008-02-08,391.00,391.50,386.25,389.00,30388900,297.05
2008-02-07,399.25,399.75,383.50,386.75,43497400,295.331
2008-02-06,392.25,402.00,392.00,399.25,35064800,304.877
2008-02-05,408.50,412.00,394.25,396.50,42055300,302.777
2008-02-04,418.00,420.00,407.25,408.75,30410100,312.131
2008-02-01,420.50,421.75,408.51,416.75,43530300,318.24
2008-01-31,409.00,419.75,406.00,417.00,39540800,318.431
2008-01-30,417.50,420.50,410.00,410.75,20054400,313.658
2008-01-29,419.25,422.00,414.50,421.25,25865100,321.676
2008-01-28,416.50,420.50,408.75,415.00,21251700,316.904
2008-01-25,437.00,437.00,417.50,420.75,34142700,321.295
2008-01-24,426.25,432.25,416.959,430.00,38743200,328.358
2008-01-23,430.00,430.25,410.50,412.25,44282900,314.804
2008-01-22,400.00,430.00,380.00,426.50,57487400,325.685
2008-01-21,417.00,428.00,410.50,410.50,41056700,313.467
2008-01-18,425.75,434.75,421.25,424.75,50782900,324.349
2008-01-17,425.00,432.00,417.75,423.00,36288800,323.013
2008-01-16,404.25,421.25,400.00,417.75,54635600,319.004
2008-01-15,398.00,414.00,397.00,407.00,51086700,310.795
2008-01-14,418.00,426.00,413.00,420.00,37911600,320.722
2008-01-11,418.50,428.25,416.00,426.00,59329900,325.304
2008-01-10,428.25,432.25,408.00,416.25,51618700,317.858
2008-01-09,430.00,431.50,413.75,418.75,72250100,319.767
2008-01-08,447.75,454.25,441.00,442.00,23733600,337.522
2008-01-07,453.25,456.00,441.00,445.50,33885600,340.194
2008-01-04,469.00,472.50,453.00,456.00,26062000,348.212
2008-01-03,469.25,479.253,462.25,468.00,17589200,357.376
2008-01-02,473.50,482.75,470.50,471.75,13409800,360.239
2008-01-01,477.25,477.25,477.25,477.25,000,364.439
2007-12-31,479.25,480.00,473.50,477.25,2313000,364.439
2007-12-28,477.25,483.00,473.75,475.75,13817200,363.294
2007-12-27,479.50,484.521,478.00,481.00,10989900,367.303
2007-12-26,478.00,478.00,478.00,478.00,000,365.012
2007-12-25,478.00,478.00,478.00,478.00,000,365.012
2007-12-24,474.25,480.00,474.25,478.00,3069800,365.012
2007-12-21,475.25,477.75,471.25,475.25,34524700,362.912
2007-12-20,461.00,472.50,461.00,471.00,25610700,359.667
2007-12-19,464.50,464.50,458.75,461.00,22351400,352.03
2007-12-18,462.50,468.75,454.744,464.00,23494900,354.321
2007-12-17,460.00,467.00,457.75,464.25,22717900,354.512
2007-12-14,466.00,471.00,462.75,464.75,14314700,354.894
2007-12-13,474.00,476.00,464.25,465.00,23481100,355.085
2007-12-12,471.00,483.75,470.75,478.00,27104000,365.012
2007-12-11,479.75,480.00,177.75,477.25,16524700,364.439
2007-12-10,476.00,482.50,475.25,476.75,16172500,364.058
2007-12-07,478.25,481.75,472.50,477.25,24773400,364.439
2007-12-06,482.25,487.00,475.00,479.50,26196800,366.158
2007-12-05,486.75,487.25,472.50,480.00,28091900,366.539
2007-12-04,486.00,491.00,475.75,484.25,35722100,369.785
2007-12-03,480.00,490.50,475.25,487.75,34635700,372.457
2007-11-30,481.75,485.00,476.00,479.00,30618700,365.776
2007-11-29,487.25,487.25,475.75,479.75,17062300,366.348
2007-11-28,464.00,486.50,462.50,482.75,35855300,368.639
2007-11-27,460.25,470.50,451.50,461.25,24796300,352.221
2007-11-26,474.50,478.35,460.50,465.00,21757000,355.085
2007-11-23,473.50,479.938,468.25,473.00,20502000,361.194
2007-11-22,465.75,473.00,461.00,472.50,21840400,360.812
2007-11-21,475.00,476.75,458.00,463.00,27882200,353.558
2007-11-20,470.00,480.00,465.00,478.75,29584900,365.585
2007-11-19,484.00,485.50,463.00,469.25,21700800,358.33
2007-11-16,482.00,487.75,477.85,484.50,22543600,369.976
2007-11-15,493.00,493.75,476.00,481.50,30744200,367.685
2007-11-14,488.00,493.50,484.25,492.00,45212300,375.703
2007-11-13,465.25,486.00,465.25,482.00,29512200,368.067
2007-11-12,462.50,470.34,460.75,470.00,21235300,358.903
2007-11-09,472.00,475.25,462.25,464.75,23320300,354.894
2007-11-08,460.00,477.25,459.00,470.25,27542100,359.094
2007-11-07,478.75,478.75,467.25,468.50,18808000,357.758
2007-11-06,483.00,483.00,472.00,476.50,25829600,363.867
2007-11-05,481.00,483.544,476.25,479.75,24211400,366.348
2007-11-02,489.00,489.00,478.00,487.00,43613700,371.885
2007-11-01,485.25,495.72,484.815,491.00,33626300,374.939
2007-10-31,477.50,492.83,476.00,488.00,68435800,372.648
2007-10-30,470.75,488.00,467.00,471.75,26184400,360.239
2007-10-29,466.50,471.25,460.50,470.50,23310500,359.285
2007-10-26,462.75,465.50,458.25,464.75,15156300,354.894
2007-10-25,460.00,466.00,455.195,463.50,35650400,353.94
2007-10-24,454.50,460.50,452.25,456.00,26212100,348.212
2007-10-23,467.00,468.00,452.75,453.75,42774800,346.494
2007-10-22,458.00,465.50,160.00,464.00,30065400,354.321
2007-10-19,473.00,473.78,462.75,464.00,28957600,354.321
2007-10-18,475.00,477.00,468.00,473.25,40071900,361.385
2007-10-17,463.75,477.00,463.00,475.00,39823100,362.721
2007-10-16,469.00,470.105,463.75,466.25,28779600,356.04
2007-10-15,475.00,476.75,468.06,469.25,22206300,358.33
2007-10-12,467.50,475.00,465.50,475.00,33629900,362.721
2007-10-11,464.00,472.00,462.75,469.75,28030900,358.712
2007-10-10,462.00,466.25,460.75,464.00,21927100,354.321
2007-10-09,462.50,466.50,461.50,465.50,25845000,353.023
2007-10-08,469.00,469.00,462.50,462.50,14630000,350.748
2007-10-05,464.50,468.25,461.75,468.00,41849100,354.919
2007-10-04,460.50,467.00,446.13,463.00,39818300,351.127
2007-10-03,465.25,467.50,446.13,463.50,37543800,351.506
2007-10-02,447.00,464.50,435.44,463.00,103373200,351.127
2007-10-01,437.50,441.50,433.00,435.50,36631200,330.272
2007-09-28,440.00,443.50,432.25,439.25,32773800,333.116
2007-09-27,441.00,443.75,435.75,438.75,26236100,332.737
2007-09-26,439.25,446.00,436.00,436.50,26586900,331.03
2007-09-25,444.00,447.75,436.50,438.00,38714400,332.168
2007-09-24,445.25,451.25,443.00,447.25,35442600,339.183
2007-09-21,433.75,444.00,420.00,442.25,53147700,335.391
2007-09-20,432.75,439.75,432.50,434.50,33044400,329.514
2007-09-19,438.00,442.00,434.25,436.00,47719600,330.651
2007-09-18,419.00,432.00,418.00,429.75,44955700,325.911
2007-09-17,433.50,435.13,419.25,419.25,46722600,317.948
2007-09-14,440.75,443.75,424.90,435.50,62594600,330.272
2007-09-13,437.00,447.50,434.00,445.00,36803100,337.477
2007-09-12,432.25,438.75,429.75,437.00,44384800,331.41
2007-09-11,423.00,434.50,419.50,433.50,54997400,328.755
2007-09-10,427.50,429.50,413.50,415.25,37181300,314.915
2007-09-07,432.00,435.00,427.00,427.75,37312800,324.395
2007-09-06,432.00,433.50,424.50,431.50,23276300,327.238
2007-09-05,436.75,436.75,428.25,428.25,35431600,324.774
2007-09-04,428.75,437.25,425.30,437.00,47388300,331.41
2007-09-03,425.50,427.50,424.00,426.75,27823700,323.636
2007-08-31,422.75,428.80,419.50,425.00,41403100,322.309
2007-08-30,415.00,425.00,413.25,422.75,34058900,320.603
2007-08-29,411.00,415.00,406.75,412.00,29735400,312.45
2007-08-28,417.50,418.25,410.50,413.50,28337700,313.588
2007-08-27,420.00,420.00,420.00,420.00,000,318.517
2007-08-24,413.50,422.50,413.50,420.00,31399400,318.517
2007-08-23,411.75,419.00,307.50,416.00,57779100,315.484
2007-08-22,398.50,408.00,396.17,405.00,39653000,307.142
2007-08-21,400.75,401.87,391.92,396.25,54068900,300.506
2007-08-20,402.25,408.625,399.725,400.75,58692900,303.918
2007-08-17,401.25,408.50,395.25,403.50,87448800,306.004
2007-08-16,414.00,416.50,403.25,404.00,48147100,306.383
2007-08-15,420.00,457.603,416.25,422.00,40480400,320.034
2007-08-14,425.50,429.565,423.00,425.25,47264300,322.499
2007-08-13,415.00,430.89,413.17,427.75,45385000,324.395
2007-08-10,420.00,428.142,412.75,414.00,39769000,313.967
2007-08-09,431.50,434.75,422.50,424.75,60909300,322.119
2007-08-08,422.00,435.50,419.75,431.25,40699000,327.049
2007-08-07,416.25,420.00,409.25,419.75,46937300,318.328
2007-08-06,405.75,411.50,403.35,409.25,39707700,310.365
2007-08-03,409.25,411.75,402.85,406.25,28581900,308.09
2007-08-02,407.75,411.00,401.00,409.25,36180500,310.365
2007-08-01,402.00,407.75,400.25,403.75,27866900,306.194
2007-07-31,408.00,409.50,403.50,407.75,62514400,309.227
2007-07-30,406.00,411.00,401.79,402.75,38712100,305.435
2007-07-27,401.00,410.75,401.00,405.00,53665400,307.142
2007-07-26,410.00,412.25,398.50,405.50,70148200,307.521
2007-07-25,415.50,417.00,407.75,409.75,32051200,310.744
2007-07-24,416.00,417.25,412.00,415.50,40420800,315.104
2007-07-23,416.00,420.00,415.25,417.25,20782400,316.432
2007-07-20,423.00,424.723,414.00,417.25,42106400,316.432
2007-07-19,421.00,425.25,419.25,422.50,34023400,320.413
2007-07-18,422.25,428.63,420.00,420.50,29574300,318.896
2007-07-17,428.50,429.25,424.50,426.00,18083200,323.067
2007-07-16,431.75,447.451,427.00,428.00,22663100,324.584
2007-07-13,432.75,433.75,426.138,432.00,30486100,327.618
2007-07-12,423.00,429.50,421.00,429.50,47415200,325.722
2007-07-11,412.00,434.00,411.60,422.75,68305300,320.603
2007-07-10,416.00,420.50,412.75,414.00,56868300,313.967
2007-07-09,414.00,416.50,411.83,415.00,31731200,314.725
2007-07-06,415.75,418.236,413.67,414.25,67903700,314.157
2007-07-05,419.75,422.00,415.75,416.50,59373900,315.863
2007-07-04,417.75,423.25,416.25,417.25,26667300,316.432
2007-07-03,414.50,421.149,414.50,418.75,35403000,317.569
2007-07-02,416.00,420.00,412.75,414.00,32001300,313.967
2007-06-29,424.00,425.25,411.25,418.50,61481500,317.38
2007-06-28,424.50,425.72,418.38,421.50,38378800,319.655
2007-06-27,423.00,429.37,420.25,422.75,42471600,320.603
2007-06-26,434.00,435.00,426.25,426.25,53439800,323.257
2007-06-25,428.00,437.50,426.05,435.50,28299500,330.272
2007-06-22,424.75,436.50,420.907,430.75,168480300,326.67
2007-06-21,425.25,431.052,420.25,422.00,104993400,320.034
2007-06-20,434.00,451.096,424.25,428.00,108097800,324.584
2007-06-19,443.25,449.325,433.75,434.50,93522800,329.514
2007-06-18,463.00,467.25,455.25,456.75,38223800,346.387
2007-06-15,457.00,464.00,438.25,460.25,45667900,349.042
2007-06-14,449.00,454.50,446.36,452.75,23159900,343.354
2007-06-13,445.25,449.00,444.00,446.00,29681000,338.235
2007-06-12,446.50,448.50,444.18,445.25,17955200,337.666
2007-06-11,441.00,449.00,438.07,446.50,28202900,338.614
2007-06-08,434.25,441.70,431.50,438.25,44836900,332.357
2007-06-07,443.75,458.04,432.50,435.25,39715600,330.082
2007-06-06,450.00,452.00,439.50,440.00,52474600,333.685
2007-06-05,457.00,458.75,447.26,450.00,33395600,341.268
2007-06-04,461.75,462.25,457.50,458.00,24388900,347.335
2007-06-01,458.00,462.25,457.50,462.25,16754000,350.558
2007-05-31,462.25,464.50,436.49,458.75,23614800,347.904
2007-05-30,458.25,462.50,456.50,461.25,24352400,349.80
2007-05-29,454.25,460.75,453.50,459.25,28776400,348.283
2007-05-28,453.50,453.50,453.50,453.50,000,343.923
2007-05-25,455.50,456.77,452.58,453.50,21175900,343.923
2007-05-24,455.00,467.35,452.00,455.50,30526900,345.439
2007-05-23,461.25,468.671,456.75,456.75,37119600,346.387
2007-05-22,464.75,466.32,460.75,461.25,35438900,349.80
2007-05-21,469.00,469.75,462.00,463.50,15591500,351.506
2007-05-18,465.75,468.87,463.50,468.00,22827700,354.919
2007-05-17,470.25,471.75,466.25,466.50,24575400,353.782
2007-05-16,471.00,471.00,464.87,468.00,23104200,354.919
2007-05-15,470.00,474.25,468.25,470.50,26152600,356.815
2007-05-14,473.00,476.00,471.00,472.25,27886800,358.142
2007-05-11,471.00,472.50,464.22,471.50,48578500,357.573
2007-05-10,467.50,474.25,465.50,472.00,33066800,357.953
2007-05-09,464.75,469.00,461.71,466.00,26968600,353.402
2007-05-08,472.25,478.00,462.25,467.25,31308400,354.35
2007-05-07,473.75,473.75,473.75,473.75,000,359.28
2007-05-04,466.00,480.00,463.75,473.75,57518600,359.28
2007-05-03,461.00,464.50,457.50,463.75,21473300,351.696
2007-05-02,463.00,464.00,454.25,461.25,28535300,349.80
2007-05-01,462.50,464.10,454.32,457.00,23473500,346.577
2007-04-30,462.00,466.82,461.00,462.50,30744300,350.748
2007-04-27,466.25,469.00,461.25,461.75,25155400,350.179
2007-04-26,464.50,470.44,461.50,467.50,28624100,354.54
2007-04-25,467.00,473.08,459.50,460.00,45438400,348.852
2007-04-24,469.50,469.50,461.50,465.75,20156600,348.033
2007-04-23,462.75,470.75,461.75,466.50,25518500,348.594
2007-04-20,466.00,469.00,462.445,463.50,42742200,346.352
2007-04-19,455.25,466.25,453.25,463.50,37502900,346.352
2007-04-18,462.00,465.32,455.25,457.75,33358800,342.055
2007-04-17,464.75,468.50,458.50,461.75,54259200,345.044
2007-04-16,456.25,458.055,452.25,455.75,21406700,340.561
2007-04-13,454.75,457.75,452.00,456.25,20351100,340.934
2007-04-12,454.75,456.34,451.25,454.25,21394900,339.44
2007-04-11,455.25,461.75,455.00,456.00,37705000,340.747
2007-04-10,461.25,461.285,454.00,455.50,18168500,340.374
2007-04-09,458.25,458.25,458.25,458.25,000,342.429
2007-04-06,458.25,458.25,458.25,458.25,000,342.429
2007-04-05,458.00,459.50,453.50,458.25,15599500,342.429
2007-04-04,453.00,457.75,446.41,457.00,23416300,341.495
2007-04-03,452.75,455.13,447.50,451.50,19855300,337.385
2007-04-02,445.25,450.63,443.50,449.00,23029200,335.517
2007-03-30,445.75,447.50,444.25,444.25,17921000,331.967
2007-03-29,440.25,446.00,439.25,445.00,24051100,332.528
2007-03-28,442.75,444.75,436.75,440.25,19015000,328.978
2007-03-27,441.00,444.75,440.75,442.50,28536600,330.659
2007-03-26,439.25,443.315,436.00,438.50,5105000,327.67
2007-03-23,441.25,442.75,438.00,439.25,18630200,328.231
2007-03-22,446.75,448.75,438.50,440.75,34624800,329.352
2007-03-21,436.25,443.25,436.25,442.75,39712900,330.846
2007-03-20,435.75,438.75,422.50,435.75,29469700,325.616
2007-03-19,434.50,436.75,430.00,435.75,20389000,325.616
2007-03-16,427.00,433.00,425.92,431.75,43498700,322.627
2007-03-15,422.00,432.52,419.00,427.00,28466500,319.077
2007-03-14,423.00,425.75,416.00,417.25,31078200,311.791
2007-03-13,431.25,432.348,424.753,425.00,23392800,317.583
2007-03-12,445.00,446.50,431.00,431.25,53673800,322.253
2007-03-09,433.75,447.00,432.25,441.50,29381300,329.912
2007-03-08,435.50,437.25,431.25,434.25,27935400,324.495
2007-03-07,434.00,440.084,431.61,435.50,27778900,325.429
2007-03-06,428.50,431.00,422.11,430.75,41438400,321.879
2007-03-05,425.25,429.00,419.75,425.25,30961900,317.769
2007-03-02,427.50,432.25,425.00,431.75,44034700,322.627
2007-03-01,430.75,435.00,418.89,423.00,47372900,316.088
2007-02-28,438.00,442.33,431.00,432.00,49090600,322.813
2007-02-27,447.00,449.25,439.25,442.25,31142200,330.473
2007-02-26,446.50,448.555,444.00,448.00,17437200,334.769
2007-02-23,448.00,450.08,443.50,446.00,25064900,333.275
2007-02-22,443.00,448.25,441.75,445.75,15740600,333.088
2007-02-21,447.75,448.50,440.25,440.75,14575100,329.352
2007-02-20,447.75,449.00,445.00,445.75,20511000,333.088
2007-02-19,447.00,448.25,444.50,446.75,15978900,333.835
2007-02-16,440.50,466.50,435.253,445.00,39861000,332.528
2007-02-15,438.25,444.00,435.50,442.75,20052400,330.846
2007-02-14,439.50,439.50,431.50,437.00,16780500,326.55
2007-02-13,435.00,439.94,434.00,436.50,23491200,326.176
2007-02-12,433.25,436.25,429.00,434.75,11234000,324.868
2007-02-09,430.25,435.25,430.25,433.00,13994600,323.561
2007-02-08,438.25,438.50,428.25,429.50,23101400,320.945
2007-02-07,438.00,438.86,432.41,435.00,47079700,325.055
2007-02-06,435.00,448.00,435.00,438.25,58702400,327.484
2007-02-05,436.25,437.75,431.00,433.75,27854100,324.121
2007-02-02,418.75,456.00,418.25,435.00,118610200,325.055
2007-02-01,420.50,422.25,417.50,419.50,27959600,313.473
2007-01-31,419.75,421.25,417.11,418.00,31491300,312.352
2007-01-30,414.50,421.11,414.00,418.50,23259700,312.725
2007-01-29,409.50,415.00,407.63,413.75,26046800,309.176
2007-01-26,411.75,414.84,409.92,410.25,25924600,306.561
2007-01-25,417.00,417.50,412.50,412.50,21353500,308.242
2007-01-24,415.25,417.25,413.75,416.00,25208000,310.857
