"state.index","resources.allocated","latency"
121,0,89
121,0,29
121,0,35
122,0,0
122,0,0
122,0,0
122,0,0
122,0,0
123,0,49
123,0,113
123,0,47
123,0,4
123,0,35
123,0,93
123,0,36
124,0,0
124,0,0
124,0,0
124,0,0
124,0,0
124,0,0
125,0,60
125,0,129
125,0,48
125,0,81
125,0,152
125,0,42
125,1232.43279446307,255
126,0,0
126,0,0
126,0,0
126,0,0
126,0,0
127,0,0
127,0,0
127,0,0
127,0,0
127,0,0
127,0,0
128,0,4
128,0,139
128,0,15
128,0,159
129,0,0
129,0,0
129,0,0
129,0,0
129,0,0
129,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
131,0,0
131,0,0
131,0,0
131,0,0
131,0,0
131,0,0
132,0,0
132,0,0
132,0,0
132,0,0
133,0,4
133,0,138
133,0,26
133,0,37
133,0,94
133,0,228
133,0,165
133,0,50
134,0,0
134,0,0
134,0,0
134,0,0
134,0,0
134,0,0
134,0,0
134,0,0
134,0,0
135,0,0
135,0,0
135,0,0
135,0,0
135,0,0
135,0,0
136,0,0
136,0,0
136,0,0
136,0,0
136,0,0
136,0,0
136,0,0
136,0,0
137,0,95
137,0,29
137,0,42
137,0,29
137,0,31
137,0,28
137,0,172
137,0,52
137,0,32
137,0,51
138,0,0
138,0,0
138,0,0
138,0,0
138,0,0
139,0,0
139,0,0
139,0,0
139,0,0
139,0,0
139,0,0
139,0,0
139,0,0
140,0,0
140,0,0
140,0,0
141,0,0
141,0,0
141,0,0
142,0,0
142,0,0
143,0,68
143,0,18
143,0,146
143,0,56
144,0,0
144,0,0
144,0,0
144,0,0
144,0,0
145,0,45
145,0,37
145,0,25
145,0,50
145,1182.49069867102,383
146,0,0
146,0,0
146,0,0
146,0,0
146,0,0
146,0,0
146,0,0
147,0,40
147,0,13
147,0,33
147,0,71
147,1168.37933826106,485
147,0,36
147,0,63
148,0,0
148,0,0
148,0,0
148,0,0
148,0,0
149,0,0
149,0,0
149,0,0
149,0,0
149,0,0
150,0,0
150,0,0
150,0,0
150,0,0
150,0,0
150,0,0
151,0,42
151,0,48
151,0,74
151,0,103
151,0,132
151,0,35
152,0,0
152,0,0
152,0,0
152,0,0
152,0,0
152,0,0
152,0,0
152,0,0
152,0,0
152,0,0
153,0,16
153,0,44
153,0,65
153,0,37
153,0,58
154,0,0
154,0,0
154,0,0
154,0,0
154,0,0
155,0,0
155,0,0
155,0,0
155,0,0
155,0,0
155,0,0
155,0,0
156,0,40
156,1143.16369574588,222
156,0,43
156,0,39
156,0,78
156,0,45
156,0,174
156,0,50
156,0,103
156,0,86
157,0,0
157,0,0
157,0,0
157,0,0
157,0,0
157,0,0
157,0,0
158,0,0
158,0,0
158,0,0
158,0,0
159,0,0
159,0,0
159,0,0
159,0,0
159,0,0
159,0,0
159,0,0
160,0,27
160,0,80
160,0,51
160,0,45
160,0,5
160,0,63
160,0,38
160,0,182
161,0,0
161,0,0
161,0,0
161,0,0
161,0,0
161,0,0
162,0,0
162,0,0
162,0,0
162,0,0
162,0,0
162,0,0
162,0,0
163,0,0
163,0,0
163,0,0
163,0,0
163,0,0
164,1115.60401910173,309
164,0,161
164,0,124
164,0,198
164,0,191
164,1118.5778102295,261
164,0,106
165,0,0
165,0,0
165,0,0
165,0,0
166,0,0
166,0,0
166,0,0
166,0,0
166,0,0
166,0,0
166,0,0
166,0,0
167,0,49
167,1096.81201193735,223
167,0,54
167,0,90
167,0,32
167,1091.66829660827,219
168,0,0
168,0,0
169,0,0
169,0,0
169,0,0
169,0,0
169,0,0
169,0,0
170,0,92
170,0,96
170,0,97
170,0,80
170,0,34
170,0,29
170,0,140
170,1092.73075835632,205
170,0,27
171,0,0
171,0,0
171,0,0
172,0,0
172,0,0
172,0,0
172,0,0
172,0,0
173,0,0
173,0,0
173,0,0
173,0,0
174,0,146
174,0,126
174,0,126
174,0,29
174,0,155
174,0,20
174,0,174
175,0,0
175,0,0
175,0,0
175,0,0
175,0,0
176,0,0
176,0,0
176,0,0
176,0,0
176,0,0
176,0,0
177,0,0
177,0,0
177,0,0
177,0,0
177,0,0
177,0,0
177,0,0
178,0,0
178,0,0
178,0,0
178,0,0
178,0,0
179,0,162
179,1060.91018571506,295
179,0,34
179,0,52
180,0,0
180,0,0
180,0,0
180,0,0
180,0,0
180,0,0
180,0,0
180,0,0
181,0,40
181,1051.54918562078,250
181,0,47
181,0,84
181,0,24
182,0,0
182,0,0
182,0,0
182,0,0
183,1045.70229888486,215
183,0,77
183,0,60
183,0,71
184,1035.02288167762,245
184,0,3
184,0,119
184,0,127
184,0,33
184,0,3
184,0,122
185,0,0
185,0,0
185,0,0
185,0,0
185,0,0
185,0,0
185,0,0
185,0,0
185,0,0
185,0,0
185,0,0
185,0,0
185,0,0
185,0,0
186,0,22
186,0,41
186,1021.57653594988,189
186,0,94
186,0,32
186,0,110
186,0,53
186,1022.12495387418,581
186,0,177
186,0,174
186,1021.17305766669,194
187,0,0
187,0,0
187,0,0
187,0,0
187,0,0
187,0,0
187,0,0
187,0,0
188,0,0
188,0,0
188,0,0
188,0,0
188,0,0
188,0,0
188,0,0
188,0,0
189,0,0
189,0,0
189,0,0
189,0,0
189,0,0
189,0,0
189,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
191,0,118
191,0,3
191,0,106
191,1000.91924873835,185
191,0,141
191,0,29
191,0,84
192,0,0
192,0,0
192,0,0
192,0,0
192,0,0
192,0,0
193,0,0
193,0,0
193,0,0
193,0,0
193,0,0
194,0,0
194,0,0
194,0,0
194,0,0
194,0,0
194,0,0
194,0,0
195,0,0
195,0,0
195,0,0
195,0,0
196,0,0
196,0,0
196,0,0
196,0,0
196,0,0
196,0,0
196,0,0
196,0,0
196,0,0
197,0,40
197,0,63
197,995.24775401711,256
197,994.176061567898,231
198,0,97
198,0,87
198,0,29
198,0,166
198,0,71
199,0,0
199,0,0
199,0,0
199,0,0
200,0,49
200,977.881075692822,227
200,0,34
200,0,90
200,0,57
200,0,70
201,0,57
201,0,21
201,0,29
201,0,82
201,0,155
201,0,148
201,0,42
202,0,0
202,0,0
202,0,0
203,0,0
203,0,0
203,0,0
203,0,0
204,0,27
204,0,119
204,0,33
204,0,107
204,0,141
204,0,84
204,0,34
204,0,67
204,0,62
205,0,0
205,0,0
205,0,0
205,0,0
205,0,0
205,0,0
205,0,0
205,0,0
206,0,0
206,0,0
206,0,0
206,0,0
206,0,0
206,0,0
206,0,0
206,0,0
207,0,0
207,0,0
207,0,0
207,0,0
207,0,0
208,0,0
208,0,0
208,0,0
208,0,0
208,0,0
208,0,0
208,0,0
209,0,103
209,0,39
209,0,77
209,941.819698217426,310
209,0,42
209,942.553579598382,160
210,0,0
210,0,0
210,0,0
210,0,0
210,0,0
210,0,0
211,0,0
211,0,0
211,0,0
211,0,0
211,0,0
211,0,0
211,0,0
212,935.031168002003,322
212,0,22
212,0,38
212,0,17
212,0,130
212,936.683974242796,229
213,0,93
213,0,32
213,0,20
213,0,71
213,916.036793193538,295
213,0,54
213,0,40
213,0,133
213,0,152
213,0,31
213,0,30
213,0,47
213,0,68
213,0,49
213,918.479382377117,318
213,0,95
214,0,0
214,0,0
214,0,0
214,0,0
214,0,0
214,0,0
214,0,0
214,0,0
214,0,0
215,0,0
215,0,0
215,0,0
215,0,0
215,0,0
215,0,0
216,0,0
216,0,0
216,0,0
216,0,0
216,0,0
217,0,0
217,0,0
217,0,0
217,0,0
218,0,0
218,0,0
218,0,0
218,0,0
218,0,0
219,0,23
219,0,95
219,899.305233610128,252
219,0,96
219,0,85
219,0,48
219,897.636696648231,489
219,903.407208481789,147
219,0,89
219,0,29
219,904.933062717365,165
219,0,31
220,0,0
220,0,0
220,0,0
220,0,0
220,0,0
220,0,0
220,0,0
220,0,0
220,0,0
221,0,0
221,0,0
221,0,0
221,0,0
221,0,0
221,0,0
222,0,0
222,0,0
222,0,0
222,0,0
222,0,0
222,0,0
223,0,0
223,0,0
223,0,0
223,0,0
223,0,0
223,0,0
223,0,0
223,0,0
223,0,0
223,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
224,0,0
225,0,0
225,0,0
225,0,0
225,0,0
225,0,0
225,0,0
225,0,0
226,0,83
226,0,11
226,884.573728270335,217
226,0,74
226,0,22
227,0,0
227,0,0
227,0,0
227,0,0
227,0,0
227,0,0
228,0,33
228,0,24
228,0,58
228,0,47
228,872.511905317289,160
228,0,118
228,0,41
228,0,25
228,877.737203999174,420
228,0,41
229,0,0
229,0,0
229,0,0
229,0,0
229,0,0
229,0,0
230,0,0
230,0,0
230,0,0
230,0,0
230,0,0
230,0,0
230,0,0
230,0,0
231,0,0
231,0,0
231,0,0
231,0,0
231,0,0
232,0,19
232,0,43
232,0,112
232,0,45
232,0,3
232,864.314129633134,137
232,0,90
232,861.133784174761,321
232,861.558034130765,183
233,0,0
233,0,0
233,0,0
233,0,0
233,0,0
233,0,0
233,0,0
233,0,0
234,0,0
234,0,0
234,0,0
234,0,0
234,0,0
234,0,0
234,0,0
234,0,0
235,0,0
235,0,0
235,0,0
235,0,0
235,0,0
235,0,0
236,0,0
236,0,0
236,0,0
236,0,0
236,0,0
237,0,8
237,0,113
237,0,41
237,0,30
237,852.197986920591,131
237,851.686954918575,155
237,0,27
237,0,47
237,0,19
238,0,0
238,0,0
238,0,0
238,0,0
238,0,0
238,0,0
238,0,0
239,0,0
239,0,0
239,0,0
239,0,0
240,0,0
240,0,0
240,0,0
240,0,0
240,0,0
241,0,0
241,0,0
241,0,0
241,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
242,0,0
243,0,21
243,0,41
243,848.076912130415,324
243,0,102
244,0,66
244,0,22
244,0,87
244,0,33
244,839.55668447782,164
244,0,34
244,0,66
244,0,24
244,0,36
244,0,78
244,832.556199612091,696
245,0,0
245,0,0
245,0,0
245,0,0
245,0,0
245,0,0
245,0,0
246,0,0
246,0,0
246,0,0
246,0,0
246,0,0
246,0,0
247,0,0
247,0,0
247,0,0
247,0,0
248,0,0
248,0,0
248,0,0
248,0,0
249,0,0
249,0,0
249,0,0
249,0,0
249,0,0
249,0,0
249,0,0
249,0,0
249,0,0
249,0,0
249,0,0
250,0,0
250,0,0
250,0,0
250,0,0
250,0,0
250,0,0
250,0,0
250,0,0
250,0,0
250,0,0
250,0,0
250,0,0
251,823.712872695515,137
251,823.325216801322,178
251,0,33
251,830.556572595105,175
251,0,27
251,826.331722786263,120
251,830.100941243633,274
251,824.286710625902,172
251,0,64
251,0,106
252,0,0
252,0,0
252,0,0
252,0,0
252,0,0
253,0,0
253,0,0
253,0,0
254,0,0
254,0,0
254,0,0
254,0,0
254,0,0
254,0,0
254,0,0
254,0,0
255,0,70
255,813.943536497311,203
255,0,39
255,0,15
255,0,15
255,0,33
256,0,0
256,0,0
256,0,0
256,0,0
256,0,0
256,0,0
256,0,0
256,0,0
257,0,0
257,0,0
257,0,0
257,0,0
257,0,0
257,0,0
257,0,0
257,0,0
257,0,0
258,0,0
258,0,0
258,0,0
258,0,0
258,0,0
259,0,74
259,0,94
259,0,34
259,0,41
259,0,4
260,0,0
260,0,0
260,0,0
260,0,0
260,0,0
260,0,0
260,0,0
261,0,0
261,0,0
261,0,0
261,0,0
261,0,0
261,0,0
261,0,0
261,0,0
262,805.136501548622,128
262,806.322022684591,104
262,0,54
262,0,41
262,0,28
262,0,93
263,0,0
263,0,0
263,0,0
263,0,0
263,0,0
263,0,0
264,791.635548937602,393
264,0,23
264,0,59
264,0,55
265,0,0
265,0,0
265,0,0
265,0,0
265,0,0
266,786.797885446161,199
266,0,50
266,0,64
266,788.657221760157,129
266,789.779716961506,344
266,0,81
266,0,44
266,0,31
266,0,28
267,0,0
267,0,0
267,0,0
268,0,35
268,771.740507578548,113
268,771.492148317421,142
268,0,50
268,769.116600480021,270
268,770.754684969986,182
268,770.807264006239,125
269,0,0
269,0,0
269,0,0
269,0,0
269,0,0
269,0,0
269,0,0
270,0,0
270,0,0
270,0,0
270,0,0
270,0,0
270,0,0
270,0,0
270,0,0
270,0,0
271,0,83
271,763.232474433249,263
271,761.736900178514,116
271,0,47
271,0,3
271,0,3
271,0,36
271,0,22
271,0,76
272,0,0
272,0,0
272,0,0
272,0,0
272,0,0
272,0,0
272,0,0
272,0,0
273,0,0
273,0,0
273,0,0
273,0,0
273,0,0
273,0,0
273,0,0
274,0,0
274,0,0
274,0,0
274,0,0
274,0,0
274,0,0
274,0,0
274,0,0
274,0,0
274,0,0
275,0,0
275,0,0
275,0,0
275,0,0
275,0,0
275,0,0
275,0,0
276,0,0
276,0,0
276,0,0
276,0,0
276,0,0
277,761.72109579939,221
277,758.514377482518,202
277,0,39
278,0,32
278,0,19
278,0,41
278,0,67
278,0,26
278,752.998413937705,108
278,0,3
278,753.571435544212,90
279,0,0
279,0,0
279,0,0
279,0,0
279,0,0
279,0,0
279,0,0
279,0,0
280,0,44
280,0,15
280,0,61
280,741.383003446749,319
280,740.636109573531,299
280,738.783854106921,268
280,743.899569878815,393
280,740.859849331318,198
280,0,33
280,0,79
281,0,0
281,0,0
281,0,0
281,0,0
282,0,0
282,0,0
282,0,0
282,0,0
282,0,0
282,0,0
282,0,0
283,0,0
283,0,0
283,0,0
283,0,0
283,0,0
283,0,0
283,0,0
283,0,0
283,0,0
283,0,0
284,0,0
284,0,0
284,0,0
284,0,0
284,0,0
284,0,0
284,0,0
285,0,36
285,0,67
285,727.422356421485,100
285,0,66
285,0,32
285,725.062982169149,357
285,724.985671922488,106
286,0,0
286,0,0
286,0,0
286,0,0
286,0,0
286,0,0
286,0,0
286,0,0
286,0,0
287,0,0
287,0,0
287,0,0
287,0,0
287,0,0
288,0,18
288,0,34
288,718.047320211302,223
288,719.600232568652,190
288,720.327024564896,151
288,713.713760288935,173
288,0,58
289,0,0
289,0,0
289,0,0
290,0,0
290,0,0
290,0,0
290,0,0
290,0,0
291,706.939026008588,87
291,709.908376435132,170
291,712.191598026195,164
292,0,0
292,0,0
292,0,0
292,0,0
292,0,0
292,0,0
292,0,0
292,0,0
292,0,0
293,0,0
293,0,0
293,0,0
293,0,0
293,0,0
293,0,0
293,0,0
294,707.198433992408,72
294,0,64
294,0,5
294,0,24
294,705.009523961019,91
295,0,0
295,0,0
295,0,0
295,0,0
295,0,0
295,0,0
295,0,0
295,0,0
296,0,0
296,0,0
296,0,0
296,0,0
297,0,41
297,0,37
297,701.903377283505,295
297,704.315278748417,337
297,703.823789063261,69
298,0,0
298,0,0
298,0,0
298,0,0
298,0,0
299,0,0
299,0,0
299,0,0
299,0,0
299,0,0
299,0,0
299,0,0
300,702.326296748102,203
300,0,19
300,0,43
300,697.964592128598,226
301,0,0
301,0,0
301,0,0
301,0,0
302,693.755932647071,328
302,0,4
302,697.176159344504,68
302,0,28
302,692.860613604061,313
303,0,0
303,0,0
303,0,0
303,0,0
303,0,0
303,0,0
303,0,0
303,0,0
304,0,0
304,0,0
304,0,0
304,0,0
304,0,0
304,0,0
304,0,0
304,0,0
305,0,0
305,0,0
305,0,0
306,0,0
306,0,0
306,0,0
306,0,0
306,0,0
306,0,0
307,691.178322951991,230
307,691.412681294502,131
307,690.138892307725,169
307,0,33
307,693.100707703453,154
307,0,46
307,0,32
308,0,0
308,0,0
308,0,0
308,0,0
308,0,0
308,0,0
308,0,0
308,0,0
308,0,0
308,0,0
308,0,0
309,0,0
309,0,0
309,0,0
309,0,0
310,683.966840289613,277
310,682.072253362543,267
310,681.381785429027,62
310,0,30
310,0,34
310,683.425865640618,63
310,682.423417892408,267
310,0,49
311,0,0
311,0,0
311,0,0
311,0,0
311,0,0
312,0,0
312,0,0
312,0,0
312,0,0
312,0,0
312,0,0
312,0,0
312,0,0
312,0,0
313,674.577582973316,71
313,0,33
313,678.705656634176,91
313,675.81720714022,171
313,671.368054054428,202
314,0,0
314,0,0
314,0,0
314,0,0
314,0,0
314,0,0
314,0,0
314,0,0
314,0,0
314,0,0
314,0,0
314,0,0
314,0,0
315,0,0
315,0,0
315,0,0
316,0,28
316,0,37
316,671.656934129283,144
316,674.274918812559,98
316,673.042168815165,87
316,670.864350336517,107
316,671.02675653905,74
316,669.854694642591,383
316,670.314745189168,61
317,0,0
317,0,0
318,0,0
318,0,0
318,0,0
318,0,0
318,0,0
318,0,0
319,656.11902342752,183
319,660.403760849699,64
319,0,42
319,659.952294820366,66
319,659.918112461266,132
319,659.629037264119,218
319,660.8625614893,94
319,0,25
319,662.702787466203,76
319,0,46
320,0,0
320,0,0
320,0,0
320,0,0
320,0,0
320,0,0
320,0,0
320,0,0
321,0,0
321,0,0
321,0,0
321,0,0
321,0,0
321,0,0
321,0,0
321,0,0
322,0,0
322,0,0
322,0,0
322,0,0
322,0,0
322,0,0
322,0,0
322,0,0
322,0,0
322,0,0
322,0,0
322,0,0
322,0,0
323,0,0
323,0,0
323,0,0
323,0,0
323,0,0
323,0,0
323,0,0
323,0,0
324,0,0
324,0,0
324,0,0
324,0,0
324,0,0
325,0,33
325,0,31
325,654.929901412384,299
326,0,0
326,0,0
326,0,0
326,0,0
326,0,0
327,652.817615027419,125
327,0,24
327,652.721031168313,267
327,652.997698199102,39
327,646.938408383416,122
327,651.273537243488,61
328,0,0
328,0,0
328,0,0
328,0,0
328,0,0
328,0,0
328,0,0
328,0,0
328,0,0
328,0,0
328,0,0
329,0,0
329,0,0
329,0,0
329,0,0
329,0,0
329,0,0
329,0,0
329,0,0
330,0,0
330,0,0
330,0,0
330,0,0
330,0,0
330,0,0
330,0,0
331,650.093350108998,67
331,0,22
331,650.138769569736,228
331,650.105243531534,49
331,651.395749251119,95
332,0,0
332,0,0
332,0,0
333,0,0
333,0,0
333,0,0
333,0,0
333,0,0
333,0,0
334,647.594231487341,58
334,646.174065031309,227
334,648.858643372311,214
334,651.731486861536,42
334,651.195539946089,99
334,649.372168395549,54
334,650.602607695696,36
